"variant_name","country_code","year_week","new_cases","number_deaths"
A.28,NO,"2022-14",6891,950
Alpha,NO,"2022-14",27564,950
AT.1,NO,"2022-14",6891,950
AV.1,NO,"2022-14",6891,950
B.1.1.318,NO,"2022-14",6891,950
B.1.1.519,NO,"2022-14",6891,950
B.1.214.2,NO,"2022-14",6891,950
B.1.526,NO,"2022-14",6891,950
B.1.616,NO,"2022-14",6891,950
B.1.617.3,NO,"2022-14",6891,950
B.1.620,NO,"2022-14",6891,950
B.1.640,NO,"2022-14",6891,950
Beta,NO,"2022-14",20673,950
C.1.2,NO,"2022-14",6891,950
C.16,NO,"2022-14",6891,950
C.36+L452R,NO,"2022-14",6891,950
Delta,NO,"2022-14",48237,950
Epsilon,NO,"2022-14",6891,950
Eta,NO,"2022-14",6891,950
Gamma,NO,"2022-14",13782,950
Kappa,NO,"2022-14",6891,950
Lambda,NO,"2022-14",6891,950
Mu,NO,"2022-14",6891,950
Omicron,NO,"2022-14",48237,950
Other,NO,"2022-14",13782,950
Theta,NO,"2022-14",6891,950
UNK,NO,"2022-14",6891,950
XD,NO,"2022-14",6891,950
XF,NO,"2022-14",6891,950
Zeta,NO,"2022-14",6891,950
A.23.1+E484K,NO,"2022-15",3639,859
A.27,NO,"2022-15",3639,859
A.28,NO,"2022-15",3639,859
Alpha,NO,"2022-15",14556,859
AT.1,NO,"2022-15",3639,859
AV.1,NO,"2022-15",3639,859
B.1.1.318,NO,"2022-15",3639,859
B.1.1.519,NO,"2022-15",3639,859
B.1.214.2,NO,"2022-15",3639,859
B.1.526,NO,"2022-15",3639,859
B.1.616,NO,"2022-15",3639,859
B.1.617.3,NO,"2022-15",3639,859
B.1.620,NO,"2022-15",3639,859
B.1.640,NO,"2022-15",3639,859
Beta,NO,"2022-15",10917,859
C.1.2,NO,"2022-15",3639,859
C.16,NO,"2022-15",3639,859
C.36+L452R,NO,"2022-15",3639,859
Delta,NO,"2022-15",21834,859
Epsilon,NO,"2022-15",3639,859
Eta,NO,"2022-15",3639,859
Gamma,NO,"2022-15",7278,859
Kappa,NO,"2022-15",3639,859
Lambda,NO,"2022-15",3639,859
Mu,NO,"2022-15",3639,859
Omicron,NO,"2022-15",25473,859
Other,NO,"2022-15",7278,859
Theta,NO,"2022-15",3639,859
UNK,NO,"2022-15",3639,859
XD,NO,"2022-15",3639,859
XF,NO,"2022-15",3639,859
Zeta,NO,"2022-15",3639,859
A.23.1+E484K,NO,"2022-16",3771,837
A.27,NO,"2022-16",3771,837
A.28,NO,"2022-16",3771,837
Alpha,NO,"2022-16",15084,837
AT.1,NO,"2022-16",3771,837
AV.1,NO,"2022-16",3771,837
B.1.1.318,NO,"2022-16",3771,837
B.1.1.519,NO,"2022-16",3771,837
B.1.214.2,NO,"2022-16",3771,837
B.1.526,NO,"2022-16",3771,837
B.1.616,NO,"2022-16",3771,837
B.1.617.3,NO,"2022-16",3771,837
B.1.620,NO,"2022-16",3771,837
B.1.640,NO,"2022-16",3771,837
Beta,NO,"2022-16",11313,837
C.1.2,NO,"2022-16",3771,837
C.16,NO,"2022-16",3771,837
C.36+L452R,NO,"2022-16",3771,837
Delta,NO,"2022-16",26397,837
Epsilon,NO,"2022-16",3771,837
Eta,NO,"2022-16",3771,837
Gamma,NO,"2022-16",7542,837
Kappa,NO,"2022-16",3771,837
Lambda,NO,"2022-16",3771,837
Mu,NO,"2022-16",3771,837
Omicron,NO,"2022-16",26397,837
Other,NO,"2022-16",7542,837
Theta,NO,"2022-16",3771,837
UNK,NO,"2022-16",3771,837
XD,NO,"2022-16",3771,837
XF,NO,"2022-16",3771,837
Zeta,NO,"2022-16",3771,837
A.23.1+E484K,NO,"2022-17",2256,839
A.27,NO,"2022-17",2256,839
A.28,NO,"2022-17",2256,839
Alpha,NO,"2022-17",9024,839
AT.1,NO,"2022-17",2256,839
AV.1,NO,"2022-17",2256,839
B.1.1.318,NO,"2022-17",2256,839
B.1.1.519,NO,"2022-17",2256,839
B.1.214.2,NO,"2022-17",2256,839
B.1.526,NO,"2022-17",2256,839
B.1.616,NO,"2022-17",2256,839
B.1.617.3,NO,"2022-17",2256,839
B.1.620,NO,"2022-17",2256,839
B.1.640,NO,"2022-17",2256,839
Beta,NO,"2022-17",6768,839
C.1.2,NO,"2022-17",2256,839
C.16,NO,"2022-17",2256,839
C.36+L452R,NO,"2022-17",2256,839
Delta,NO,"2022-17",13536,839
Epsilon,NO,"2022-17",2256,839
Eta,NO,"2022-17",2256,839
Gamma,NO,"2022-17",4512,839
Kappa,NO,"2022-17",2256,839
Lambda,NO,"2022-17",2256,839
Mu,NO,"2022-17",2256,839
Omicron,NO,"2022-17",15792,839
Other,NO,"2022-17",4512,839
Theta,NO,"2022-17",2256,839
UNK,NO,"2022-17",2256,839
XD,NO,"2022-17",2256,839
XF,NO,"2022-17",2256,839
Zeta,NO,"2022-17",2256,839
A.23.1+E484K,NO,"2022-18",1872,826
A.27,NO,"2022-18",1872,826
A.28,NO,"2022-18",1872,826
Alpha,NO,"2022-18",7488,826
AT.1,NO,"2022-18",1872,826
AV.1,NO,"2022-18",1872,826
B.1.1.318,NO,"2022-18",1872,826
B.1.1.519,NO,"2022-18",1872,826
B.1.214.2,NO,"2022-18",1872,826
B.1.526,NO,"2022-18",1872,826
B.1.616,NO,"2022-18",1872,826
B.1.617.3,NO,"2022-18",1872,826
B.1.620,NO,"2022-18",1872,826
B.1.640,NO,"2022-18",1872,826
Beta,NO,"2022-18",5616,826
C.1.2,NO,"2022-18",1872,826
C.16,NO,"2022-18",1872,826
C.36+L452R,NO,"2022-18",1872,826
Delta,NO,"2022-18",11232,826
Epsilon,NO,"2022-18",1872,826
Eta,NO,"2022-18",1872,826
Gamma,NO,"2022-18",3744,826
Kappa,NO,"2022-18",1872,826
Lambda,NO,"2022-18",1872,826
Mu,NO,"2022-18",1872,826
Omicron,NO,"2022-18",13104,826
Other,NO,"2022-18",3744,826
Theta,NO,"2022-18",1872,826
UNK,NO,"2022-18",1872,826
XD,NO,"2022-18",1872,826
XF,NO,"2022-18",1872,826
Zeta,NO,"2022-18",1872,826
A.23.1+E484K,NO,"2022-19",1767,812
A.27,NO,"2022-19",1767,812
A.28,NO,"2022-19",1767,812
Alpha,NO,"2022-19",7068,812
AT.1,NO,"2022-19",1767,812
AV.1,NO,"2022-19",1767,812
B.1.1.318,NO,"2022-19",1767,812
B.1.1.519,NO,"2022-19",1767,812
B.1.214.2,NO,"2022-19",1767,812
B.1.526,NO,"2022-19",1767,812
B.1.616,NO,"2022-19",1767,812
B.1.617.3,NO,"2022-19",1767,812
B.1.620,NO,"2022-19",1767,812
B.1.640,NO,"2022-19",1767,812
Beta,NO,"2022-19",5301,812
C.1.2,NO,"2022-19",1767,812
C.16,NO,"2022-19",1767,812
C.36+L452R,NO,"2022-19",1767,812
Delta,NO,"2022-19",10602,812
Epsilon,NO,"2022-19",1767,812
Eta,NO,"2022-19",1767,812
Gamma,NO,"2022-19",3534,812
Kappa,NO,"2022-19",1767,812
Lambda,NO,"2022-19",1767,812
Mu,NO,"2022-19",1767,812
Omicron,NO,"2022-19",12369,812
Other,NO,"2022-19",3534,812
Theta,NO,"2022-19",1767,812
UNK,NO,"2022-19",1767,812
XD,NO,"2022-19",1767,812
XF,NO,"2022-19",1767,812
Zeta,NO,"2022-19",1767,812
A.23.1+E484K,NO,"2022-20",1539,824
A.27,NO,"2022-20",1539,824
A.28,NO,"2022-20",1539,824
Alpha,NO,"2022-20",6156,824
AT.1,NO,"2022-20",1539,824
AV.1,NO,"2022-20",1539,824
B.1.1.318,NO,"2022-20",1539,824
B.1.1.519,NO,"2022-20",1539,824
B.1.214.2,NO,"2022-20",1539,824
B.1.526,NO,"2022-20",1539,824
B.1.616,NO,"2022-20",1539,824
B.1.617.3,NO,"2022-20",1539,824
B.1.620,NO,"2022-20",1539,824
B.1.640,NO,"2022-20",1539,824
Beta,NO,"2022-20",4617,824
C.1.2,NO,"2022-20",1539,824
C.16,NO,"2022-20",1539,824
C.36+L452R,NO,"2022-20",1539,824
Delta,NO,"2022-20",10773,824
Epsilon,NO,"2022-20",1539,824
Eta,NO,"2022-20",1539,824
Gamma,NO,"2022-20",3078,824
Kappa,NO,"2022-20",1539,824
Lambda,NO,"2022-20",1539,824
Mu,NO,"2022-20",1539,824
Omicron,NO,"2022-20",10773,824
Other,NO,"2022-20",3078,824
Theta,NO,"2022-20",1539,824
UNK,NO,"2022-20",1539,824
XD,NO,"2022-20",1539,824
XF,NO,"2022-20",1539,824
Zeta,NO,"2022-20",1539,824
A.23.1+E484K,PL,"2020-01",0,8463
A.27,PL,"2020-01",0,8463
A.28,PL,"2020-01",0,8463
Alpha,PL,"2020-01",0,8463
AT.1,PL,"2020-01",0,8463
AV.1,PL,"2020-01",0,8463
B.1.1.318,PL,"2020-01",0,8463
B.1.1.519,PL,"2020-01",0,8463
B.1.214.2,PL,"2020-01",0,8463
B.1.526,PL,"2020-01",0,8463
B.1.616,PL,"2020-01",0,8463
B.1.617.3,PL,"2020-01",0,8463
B.1.620,PL,"2020-01",0,8463
B.1.640,PL,"2020-01",0,8463
Beta,PL,"2020-01",0,8463
C.1.2,PL,"2020-01",0,8463
C.16,PL,"2020-01",0,8463
C.36+L452R,PL,"2020-01",0,8463
Delta,PL,"2020-01",0,8463
Epsilon,PL,"2020-01",0,8463
Eta,PL,"2020-01",0,8463
Gamma,PL,"2020-01",0,8463
Kappa,PL,"2020-01",0,8463
Lambda,PL,"2020-01",0,8463
Mu,PL,"2020-01",0,8463
Omicron,PL,"2020-01",0,8463
Other,PL,"2020-01",0,8463
Theta,PL,"2020-01",0,8463
UNK,PL,"2020-01",0,8463
XD,PL,"2020-01",0,8463
XF,PL,"2020-01",0,8463
Zeta,PL,"2020-01",0,8463
A.23.1+E484K,PL,"2020-02",0,8242
A.27,PL,"2020-02",0,8242
A.28,PL,"2020-02",0,8242
Alpha,PL,"2020-02",0,8242
AT.1,PL,"2020-02",0,8242
AV.1,PL,"2020-02",0,8242
B.1.1.318,PL,"2020-02",0,8242
B.1.1.519,PL,"2020-02",0,8242
B.1.214.2,PL,"2020-02",0,8242
B.1.526,PL,"2020-02",0,8242
B.1.616,PL,"2020-02",0,8242
B.1.617.3,PL,"2020-02",0,8242
B.1.620,PL,"2020-02",0,8242
B.1.640,PL,"2020-02",0,8242
Beta,PL,"2020-02",0,8242
C.1.2,PL,"2020-02",0,8242
C.16,PL,"2020-02",0,8242
C.36+L452R,PL,"2020-02",0,8242
Delta,PL,"2020-02",0,8242
Epsilon,PL,"2020-02",0,8242
Eta,PL,"2020-02",0,8242
Gamma,PL,"2020-02",0,8242
Kappa,PL,"2020-02",0,8242
Lambda,PL,"2020-02",0,8242
Mu,PL,"2020-02",0,8242
Omicron,PL,"2020-02",0,8242
Other,PL,"2020-02",0,8242
Theta,PL,"2020-02",0,8242
UNK,PL,"2020-02",0,8242
XD,PL,"2020-02",0,8242
XF,PL,"2020-02",0,8242
Zeta,PL,"2020-02",0,8242
A.23.1+E484K,PL,"2020-03",0,8059
A.27,PL,"2020-03",0,8059
A.28,PL,"2020-03",0,8059
Alpha,PL,"2020-03",0,8059
AT.1,PL,"2020-03",0,8059
AV.1,PL,"2020-03",0,8059
B.1.1.318,PL,"2020-03",0,8059
B.1.1.519,PL,"2020-03",0,8059
B.1.214.2,PL,"2020-03",0,8059
B.1.526,PL,"2020-03",0,8059
B.1.616,PL,"2020-03",0,8059
B.1.617.3,PL,"2020-03",0,8059
B.1.620,PL,"2020-03",0,8059
B.1.640,PL,"2020-03",0,8059
Beta,PL,"2020-03",0,8059
C.1.2,PL,"2020-03",0,8059
C.16,PL,"2020-03",0,8059
C.36+L452R,PL,"2020-03",0,8059
Delta,PL,"2020-03",0,8059
Epsilon,PL,"2020-03",0,8059
Eta,PL,"2020-03",0,8059
Gamma,PL,"2020-03",0,8059
Kappa,PL,"2020-03",0,8059
Lambda,PL,"2020-03",0,8059
Mu,PL,"2020-03",0,8059
Omicron,PL,"2020-03",0,8059
Other,PL,"2020-03",0,8059
Theta,PL,"2020-03",0,8059
UNK,PL,"2020-03",0,8059
XD,PL,"2020-03",0,8059
XF,PL,"2020-03",0,8059
Zeta,PL,"2020-03",0,8059
A.23.1+E484K,PL,"2020-04",0,8015
A.27,PL,"2020-04",0,8015
A.28,PL,"2020-04",0,8015
Alpha,PL,"2020-04",0,8015
AT.1,PL,"2020-04",0,8015
AV.1,PL,"2020-04",0,8015
B.1.1.318,PL,"2020-04",0,8015
B.1.1.519,PL,"2020-04",0,8015
B.1.214.2,PL,"2020-04",0,8015
B.1.526,PL,"2020-04",0,8015
B.1.616,PL,"2020-04",0,8015
B.1.617.3,PL,"2020-04",0,8015
B.1.620,PL,"2020-04",0,8015
B.1.640,PL,"2020-04",0,8015
Beta,PL,"2020-04",0,8015
C.1.2,PL,"2020-04",0,8015
C.16,PL,"2020-04",0,8015
C.36+L452R,PL,"2020-04",0,8015
Delta,PL,"2020-04",0,8015
Epsilon,PL,"2020-04",0,8015
Eta,PL,"2020-04",0,8015
Gamma,PL,"2020-04",0,8015
Kappa,PL,"2020-04",0,8015
Lambda,PL,"2020-04",0,8015
Mu,PL,"2020-04",0,8015
Omicron,PL,"2020-04",0,8015
Other,PL,"2020-04",0,8015
Theta,PL,"2020-04",0,8015
UNK,PL,"2020-04",0,8015
XD,PL,"2020-04",0,8015
XF,PL,"2020-04",0,8015
Zeta,PL,"2020-04",0,8015
A.23.1+E484K,PL,"2020-05",0,8560
A.27,PL,"2020-05",0,8560
A.28,PL,"2020-05",0,8560
Alpha,PL,"2020-05",0,8560
AT.1,PL,"2020-05",0,8560
AV.1,PL,"2020-05",0,8560
B.1.1.318,PL,"2020-05",0,8560
B.1.1.519,PL,"2020-05",0,8560
B.1.214.2,PL,"2020-05",0,8560
B.1.526,PL,"2020-05",0,8560
B.1.616,PL,"2020-05",0,8560
B.1.617.3,PL,"2020-05",0,8560
B.1.620,PL,"2020-05",0,8560
B.1.640,PL,"2020-05",0,8560
Beta,PL,"2020-05",0,8560
C.1.2,PL,"2020-05",0,8560
C.16,PL,"2020-05",0,8560
C.36+L452R,PL,"2020-05",0,8560
Delta,PL,"2020-05",0,8560
Epsilon,PL,"2020-05",0,8560
Eta,PL,"2020-05",0,8560
Gamma,PL,"2020-05",0,8560
Kappa,PL,"2020-05",0,8560
Lambda,PL,"2020-05",0,8560
Mu,PL,"2020-05",0,8560
Omicron,PL,"2020-05",0,8560
Other,PL,"2020-05",0,8560
Theta,PL,"2020-05",0,8560
UNK,PL,"2020-05",0,8560
XD,PL,"2020-05",0,8560
XF,PL,"2020-05",0,8560
Zeta,PL,"2020-05",0,8560
A.23.1+E484K,PL,"2020-06",0,8343
A.27,PL,"2020-06",0,8343
A.28,PL,"2020-06",0,8343
Alpha,PL,"2020-06",0,8343
AT.1,PL,"2020-06",0,8343
AV.1,PL,"2020-06",0,8343
B.1.1.318,PL,"2020-06",0,8343
B.1.1.519,PL,"2020-06",0,8343
B.1.214.2,PL,"2020-06",0,8343
B.1.526,PL,"2020-06",0,8343
B.1.616,PL,"2020-06",0,8343
B.1.617.3,PL,"2020-06",0,8343
B.1.620,PL,"2020-06",0,8343
B.1.640,PL,"2020-06",0,8343
Beta,PL,"2020-06",0,8343
C.1.2,PL,"2020-06",0,8343
C.16,PL,"2020-06",0,8343
C.36+L452R,PL,"2020-06",0,8343
Delta,PL,"2020-06",0,8343
Epsilon,PL,"2020-06",0,8343
Eta,PL,"2020-06",0,8343
Gamma,PL,"2020-06",0,8343
Kappa,PL,"2020-06",0,8343
Lambda,PL,"2020-06",0,8343
Mu,PL,"2020-06",0,8343
Omicron,PL,"2020-06",0,8343
Other,PL,"2020-06",0,8343
Theta,PL,"2020-06",0,8343
UNK,PL,"2020-06",0,8343
XD,PL,"2020-06",0,8343
XF,PL,"2020-06",0,8343
Zeta,PL,"2020-06",0,8343
A.23.1+E484K,PL,"2020-07",0,8624
A.27,PL,"2020-07",0,8624
A.28,PL,"2020-07",0,8624
Alpha,PL,"2020-07",0,8624
AT.1,PL,"2020-07",0,8624
AV.1,PL,"2020-07",0,8624
B.1.1.318,PL,"2020-07",0,8624
B.1.1.519,PL,"2020-07",0,8624
B.1.214.2,PL,"2020-07",0,8624
B.1.526,PL,"2020-07",0,8624
B.1.616,PL,"2020-07",0,8624
B.1.617.3,PL,"2020-07",0,8624
B.1.620,PL,"2020-07",0,8624
B.1.640,PL,"2020-07",0,8624
Beta,PL,"2020-07",0,8624
C.1.2,PL,"2020-07",0,8624
C.16,PL,"2020-07",0,8624
C.36+L452R,PL,"2020-07",0,8624
Delta,PL,"2020-07",0,8624
Epsilon,PL,"2020-07",0,8624
Eta,PL,"2020-07",0,8624
Gamma,PL,"2020-07",0,8624
Kappa,PL,"2020-07",0,8624
Lambda,PL,"2020-07",0,8624
Mu,PL,"2020-07",0,8624
Omicron,PL,"2020-07",0,8624
Other,PL,"2020-07",0,8624
Theta,PL,"2020-07",0,8624
UNK,PL,"2020-07",0,8624
XD,PL,"2020-07",0,8624
XF,PL,"2020-07",0,8624
Zeta,PL,"2020-07",0,8624
A.23.1+E484K,PL,"2020-08",0,8474
A.27,PL,"2020-08",0,8474
A.28,PL,"2020-08",0,8474
Alpha,PL,"2020-08",0,8474
AT.1,PL,"2020-08",0,8474
AV.1,PL,"2020-08",0,8474
B.1.1.318,PL,"2020-08",0,8474
B.1.1.519,PL,"2020-08",0,8474
B.1.214.2,PL,"2020-08",0,8474
B.1.526,PL,"2020-08",0,8474
B.1.616,PL,"2020-08",0,8474
B.1.617.3,PL,"2020-08",0,8474
B.1.620,PL,"2020-08",0,8474
B.1.640,PL,"2020-08",0,8474
Beta,PL,"2020-08",0,8474
C.1.2,PL,"2020-08",0,8474
C.16,PL,"2020-08",0,8474
C.36+L452R,PL,"2020-08",0,8474
Delta,PL,"2020-08",0,8474
Epsilon,PL,"2020-08",0,8474
Eta,PL,"2020-08",0,8474
Gamma,PL,"2020-08",0,8474
Kappa,PL,"2020-08",0,8474
Lambda,PL,"2020-08",0,8474
Mu,PL,"2020-08",0,8474
Omicron,PL,"2020-08",0,8474
Other,PL,"2020-08",0,8474
Theta,PL,"2020-08",0,8474
UNK,PL,"2020-08",0,8474
XD,PL,"2020-08",0,8474
XF,PL,"2020-08",0,8474
Zeta,PL,"2020-08",0,8474
A.23.1+E484K,PL,"2020-09",0,8471
A.27,PL,"2020-09",0,8471
A.28,PL,"2020-09",0,8471
Alpha,PL,"2020-09",0,8471
AT.1,PL,"2020-09",0,8471
AV.1,PL,"2020-09",0,8471
B.1.1.318,PL,"2020-09",0,8471
B.1.1.519,PL,"2020-09",0,8471
B.1.214.2,PL,"2020-09",0,8471
B.1.526,PL,"2020-09",0,8471
B.1.616,PL,"2020-09",0,8471
B.1.617.3,PL,"2020-09",0,8471
B.1.620,PL,"2020-09",0,8471
B.1.640,PL,"2020-09",0,8471
Beta,PL,"2020-09",0,8471
C.1.2,PL,"2020-09",0,8471
C.16,PL,"2020-09",0,8471
C.36+L452R,PL,"2020-09",0,8471
Delta,PL,"2020-09",0,8471
Epsilon,PL,"2020-09",0,8471
Eta,PL,"2020-09",0,8471
Gamma,PL,"2020-09",0,8471
Kappa,PL,"2020-09",0,8471
Lambda,PL,"2020-09",0,8471
Mu,PL,"2020-09",0,8471
Omicron,PL,"2020-09",0,8471
Other,PL,"2020-09",0,8471
Theta,PL,"2020-09",0,8471
UNK,PL,"2020-09",0,8471
XD,PL,"2020-09",0,8471
XF,PL,"2020-09",0,8471
Zeta,PL,"2020-09",0,8471
A.23.1+E484K,PL,"2020-10",11,8364
A.27,PL,"2020-10",11,8364
A.28,PL,"2020-10",11,8364
Alpha,PL,"2020-10",44,8364
AT.1,PL,"2020-10",11,8364
AV.1,PL,"2020-10",11,8364
B.1.1.318,PL,"2020-10",11,8364
B.1.1.519,PL,"2020-10",11,8364
B.1.214.2,PL,"2020-10",11,8364
B.1.526,PL,"2020-10",11,8364
B.1.616,PL,"2020-10",11,8364
B.1.617.3,PL,"2020-10",11,8364
B.1.620,PL,"2020-10",11,8364
B.1.640,PL,"2020-10",11,8364
Beta,PL,"2020-10",33,8364
C.1.2,PL,"2020-10",11,8364
C.16,PL,"2020-10",11,8364
C.36+L452R,PL,"2020-10",11,8364
Delta,PL,"2020-10",66,8364
Epsilon,PL,"2020-10",11,8364
Eta,PL,"2020-10",11,8364
Gamma,PL,"2020-10",22,8364
Kappa,PL,"2020-10",11,8364
Lambda,PL,"2020-10",11,8364
Mu,PL,"2020-10",11,8364
Omicron,PL,"2020-10",66,8364
Other,PL,"2020-10",11,8364
Theta,PL,"2020-10",11,8364
UNK,PL,"2020-10",11,8364
XD,PL,"2020-10",11,8364
XF,PL,"2020-10",11,8364
Zeta,PL,"2020-10",11,8364
A.23.1+E484K,PL,"2020-11",114,8410
A.27,PL,"2020-11",114,8410
A.28,PL,"2020-11",114,8410
Alpha,PL,"2020-11",456,8410
AT.1,PL,"2020-11",114,8410
AV.1,PL,"2020-11",114,8410
B.1.1.318,PL,"2020-11",114,8410
B.1.1.519,PL,"2020-11",114,8410
B.1.214.2,PL,"2020-11",114,8410
B.1.526,PL,"2020-11",114,8410
B.1.616,PL,"2020-11",114,8410
B.1.617.3,PL,"2020-11",114,8410
B.1.620,PL,"2020-11",114,8410
B.1.640,PL,"2020-11",114,8410
Beta,PL,"2020-11",342,8410
C.1.2,PL,"2020-11",114,8410
C.16,PL,"2020-11",114,8410
C.36+L452R,PL,"2020-11",114,8410
Delta,PL,"2020-11",684,8410
Epsilon,PL,"2020-11",114,8410
Eta,PL,"2020-11",114,8410
Gamma,PL,"2020-11",228,8410
Kappa,PL,"2020-11",114,8410
Lambda,PL,"2020-11",114,8410
Mu,PL,"2020-11",114,8410
Omicron,PL,"2020-11",684,8410
Other,PL,"2020-11",114,8410
Theta,PL,"2020-11",114,8410
UNK,PL,"2020-11",114,8410
XD,PL,"2020-11",114,8410
XF,PL,"2020-11",114,8410
Zeta,PL,"2020-11",114,8410
A.23.1+E484K,PL,"2020-12",509,8322
A.27,PL,"2020-12",509,8322
A.28,PL,"2020-12",509,8322
Alpha,PL,"2020-12",2036,8322
AT.1,PL,"2020-12",509,8322
AV.1,PL,"2020-12",509,8322
B.1.1.318,PL,"2020-12",509,8322
B.1.1.519,PL,"2020-12",509,8322
B.1.214.2,PL,"2020-12",509,8322
B.1.526,PL,"2020-12",509,8322
B.1.616,PL,"2020-12",509,8322
B.1.617.3,PL,"2020-12",509,8322
B.1.620,PL,"2020-12",509,8322
B.1.640,PL,"2020-12",509,8322
Beta,PL,"2020-12",1527,8322
C.1.2,PL,"2020-12",509,8322
C.16,PL,"2020-12",509,8322
C.36+L452R,PL,"2020-12",509,8322
Delta,PL,"2020-12",3054,8322
Epsilon,PL,"2020-12",509,8322
Eta,PL,"2020-12",509,8322
Gamma,PL,"2020-12",1018,8322
Kappa,PL,"2020-12",509,8322
Lambda,PL,"2020-12",509,8322
Mu,PL,"2020-12",509,8322
Omicron,PL,"2020-12",3054,8322
Other,PL,"2020-12",509,8322
Theta,PL,"2020-12",509,8322
UNK,PL,"2020-12",509,8322
XD,PL,"2020-12",509,8322
XF,PL,"2020-12",509,8322
Zeta,PL,"2020-12",509,8322
A.23.1+E484K,PL,"2020-13",1228,8148
A.27,PL,"2020-13",1228,8148
A.28,PL,"2020-13",1228,8148
Alpha,PL,"2020-13",4912,8148
AT.1,PL,"2020-13",1228,8148
AV.1,PL,"2020-13",1228,8148
B.1.1.318,PL,"2020-13",1228,8148
B.1.1.519,PL,"2020-13",1228,8148
B.1.214.2,PL,"2020-13",1228,8148
B.1.526,PL,"2020-13",1228,8148
B.1.616,PL,"2020-13",1228,8148
B.1.617.3,PL,"2020-13",1228,8148
B.1.620,PL,"2020-13",1228,8148
B.1.640,PL,"2020-13",1228,8148
Beta,PL,"2020-13",3684,8148
C.1.2,PL,"2020-13",1228,8148
C.16,PL,"2020-13",1228,8148
C.36+L452R,PL,"2020-13",1228,8148
Delta,PL,"2020-13",7368,8148
Epsilon,PL,"2020-13",1228,8148
Eta,PL,"2020-13",1228,8148
Gamma,PL,"2020-13",2456,8148
Kappa,PL,"2020-13",1228,8148
Lambda,PL,"2020-13",1228,8148
Mu,PL,"2020-13",1228,8148
Omicron,PL,"2020-13",7368,8148
Other,PL,"2020-13",1228,8148
Theta,PL,"2020-13",1228,8148
UNK,PL,"2020-13",1228,8148
XD,PL,"2020-13",1228,8148
XF,PL,"2020-13",1228,8148
Zeta,PL,"2020-13",1228,8148
A.23.1+E484K,PL,"2020-14",2240,7991
A.27,PL,"2020-14",2240,7991
A.28,PL,"2020-14",2240,7991
Alpha,PL,"2020-14",8960,7991
AT.1,PL,"2020-14",2240,7991
AV.1,PL,"2020-14",2240,7991
B.1.1.318,PL,"2020-14",2240,7991
B.1.1.519,PL,"2020-14",2240,7991
B.1.214.2,PL,"2020-14",2240,7991
B.1.526,PL,"2020-14",2240,7991
B.1.616,PL,"2020-14",2240,7991
B.1.617.3,PL,"2020-14",2240,7991
B.1.620,PL,"2020-14",2240,7991
B.1.640,PL,"2020-14",2240,7991
Beta,PL,"2020-14",6720,7991
C.1.2,PL,"2020-14",2240,7991
C.16,PL,"2020-14",2240,7991
C.36+L452R,PL,"2020-14",2240,7991
Delta,PL,"2020-14",13440,7991
Epsilon,PL,"2020-14",2240,7991
Eta,PL,"2020-14",2240,7991
Gamma,PL,"2020-14",4480,7991
Kappa,PL,"2020-14",2240,7991
Lambda,PL,"2020-14",2240,7991
Mu,PL,"2020-14",2240,7991
Omicron,PL,"2020-14",13440,7991
Other,PL,"2020-14",2240,7991
Theta,PL,"2020-14",2240,7991
UNK,PL,"2020-14",2240,7991
XD,PL,"2020-14",2240,7991
XF,PL,"2020-14",2240,7991
Zeta,PL,"2020-14",2240,7991
A.23.1+E484K,PL,"2020-15",2572,7996
A.27,PL,"2020-15",2572,7996
A.28,PL,"2020-15",2572,7996
Alpha,PL,"2020-15",10288,7996
AT.1,PL,"2020-15",2572,7996
AV.1,PL,"2020-15",2572,7996
B.1.1.318,PL,"2020-15",2572,7996
B.1.1.519,PL,"2020-15",2572,7996
B.1.214.2,PL,"2020-15",2572,7996
B.1.526,PL,"2020-15",2572,7996
B.1.616,PL,"2020-15",2572,7996
B.1.617.3,PL,"2020-15",2572,7996
B.1.620,PL,"2020-15",2572,7996
B.1.640,PL,"2020-15",2572,7996
Beta,PL,"2020-15",7716,7996
C.1.2,PL,"2020-15",2572,7996
C.16,PL,"2020-15",2572,7996
C.36+L452R,PL,"2020-15",2572,7996
Delta,PL,"2020-15",15432,7996
Epsilon,PL,"2020-15",2572,7996
Eta,PL,"2020-15",2572,7996
Gamma,PL,"2020-15",5144,7996
Kappa,PL,"2020-15",2572,7996
Lambda,PL,"2020-15",2572,7996
Mu,PL,"2020-15",2572,7996
Omicron,PL,"2020-15",15432,7996
Other,PL,"2020-15",2572,7996
Theta,PL,"2020-15",2572,7996
UNK,PL,"2020-15",2572,7996
XD,PL,"2020-15",2572,7996
XF,PL,"2020-15",2572,7996
Zeta,PL,"2020-15",2572,7996
A.23.1+E484K,PL,"2020-16",2550,8184
A.27,PL,"2020-16",2550,8184
A.28,PL,"2020-16",2550,8184
Alpha,PL,"2020-16",10200,8184
AT.1,PL,"2020-16",2550,8184
AV.1,PL,"2020-16",2550,8184
B.1.1.318,PL,"2020-16",2550,8184
B.1.1.519,PL,"2020-16",2550,8184
B.1.214.2,PL,"2020-16",2550,8184
B.1.526,PL,"2020-16",2550,8184
B.1.616,PL,"2020-16",2550,8184
B.1.617.3,PL,"2020-16",2550,8184
B.1.620,PL,"2020-16",2550,8184
