country,country_code,year_week,number_deaths
CZ,República Chec,2022-08,2480
CZ,República Chec,2022-09,2393
CZ,República Chec,2022-10,2360
CZ,República Chec,2022-11,2276
CZ,República Chec,2022-12,2442
CZ,República Chec,2022-13,2491
CZ,República Chec,2022-14,2389
CZ,República Chec,2022-15,2272
CZ,República Chec,2022-16,2264
CZ,República Chec,2022-17,0
CZ,República Chec,2022-18,0
CZ,República Chec,2022-19,0
CZ,República Chec,2022-20,0
CZ,República Chec,2022-21,0
DE,Alemania,2020-01,18883
DE,Alemania,2020-02,19408
DE,Alemania,2020-03,18953
DE,Alemania,2020-04,18827
DE,Alemania,2020-05,19774
DE,Alemania,2020-06,19038
DE,Alemania,2020-07,19648
DE,Alemania,2020-08,18953
DE,Alemania,2020-09,19505
DE,Alemania,2020-10,19667
DE,Alemania,2020-11,19849
DE,Alemania,2020-12,19722
DE,Alemania,2020-13,19678
DE,Alemania,2020-14,20662
DE,Alemania,2020-15,20502
DE,Alemania,2020-16,19261
DE,Alemania,2020-17,18557
DE,Alemania,2020-18,17920
DE,Alemania,2020-19,17651
DE,Alemania,2020-20,17001
DE,Alemania,2020-21,17163
DE,Alemania,2020-22,16776
DE,Alemania,2020-23,17262
DE,Alemania,2020-24,16601
DE,Alemania,2020-25,16401
DE,Alemania,2020-26,17293
DE,Alemania,2020-27,16457
DE,Alemania,2020-28,16142
DE,Alemania,2020-29,16537
DE,Alemania,2020-30,16887
DE,Alemania,2020-31,17433
DE,Alemania,2020-32,17470
DE,Alemania,2020-33,19720
DE,Alemania,2020-34,17559
DE,Alemania,2020-35,16656
DE,Alemania,2020-36,16789
DE,Alemania,2020-37,17155
DE,Alemania,2020-38,17555
DE,Alemania,2020-39,17446
DE,Alemania,2020-40,17614
DE,Alemania,2020-41,17501
DE,Alemania,2020-42,17754
DE,Alemania,2020-43,18588
DE,Alemania,2020-44,18584
DE,Alemania,2020-45,19007
DE,Alemania,2020-46,19727
DE,Alemania,2020-47,20182
DE,Alemania,2020-48,21304
DE,Alemania,2020-49,22604
DE,Alemania,2020-50,24003
DE,Alemania,2020-51,24724
DE,Alemania,2020-52,25554
DE,Alemania,2020-53,25497
DE,Alemania,2021-01,24849
DE,Alemania,2021-02,24503
DE,Alemania,2021-03,24077
DE,Alemania,2021-04,22645
DE,Alemania,2021-05,21736
DE,Alemania,2021-06,20932
DE,Alemania,2021-07,20469
DE,Alemania,2021-08,18953
DE,Alemania,2021-09,18441
DE,Alemania,2021-10,18609
DE,Alemania,2021-11,18336
DE,Alemania,2021-12,18396
DE,Alemania,2021-13,18495
DE,Alemania,2021-14,18826
DE,Alemania,2021-15,19065
DE,Alemania,2021-16,19250
DE,Alemania,2021-17,19511
DE,Alemania,2021-18,19308
DE,Alemania,2021-19,18592
DE,Alemania,2021-20,17793
DE,Alemania,2021-21,17165
DE,Alemania,2021-22,18164
DE,Alemania,2021-23,17410
DE,Alemania,2021-24,19049
DE,Alemania,2021-25,17187
DE,Alemania,2021-26,16989
DE,Alemania,2021-27,16957
DE,Alemania,2021-28,17627
DE,Alemania,2021-29,17584
DE,Alemania,2021-30,17206
DE,Alemania,2021-31,17001
DE,Alemania,2021-32,17535
DE,Alemania,2021-33,17449
DE,Alemania,2021-34,17165
DE,Alemania,2021-35,17338
DE,Alemania,2021-36,18832
DE,Alemania,2021-37,18012
DE,Alemania,2021-38,18113
DE,Alemania,2021-39,18087
DE,Alemania,2021-40,18175
DE,Alemania,2021-41,18911
DE,Alemania,2021-42,19755
DE,Alemania,2021-43,20259
DE,Alemania,2021-44,20318
DE,Alemania,2021-45,20996
DE,Alemania,2021-46,22255
DE,Alemania,2021-47,23160
DE,Alemania,2021-48,24083
DE,Alemania,2021-49,23893
DE,Alemania,2021-50,22795
DE,Alemania,2021-51,22324
DE,Alemania,2021-52,22001
DE,Alemania,2021-99,0
DE,Alemania,2022-01,20672
DE,Alemania,2022-02,19786
DE,Alemania,2022-03,19716
DE,Alemania,2022-04,20072
DE,Alemania,2022-05,20560
DE,Alemania,2022-06,20338
DE,Alemania,2022-07,20996
DE,Alemania,2022-08,20253
DE,Alemania,2022-09,20573
DE,Alemania,2022-10,21002
DE,Alemania,2022-11,21072
DE,Alemania,2022-12,20948
DE,Alemania,2022-13,20616
DE,Alemania,2022-14,20673
DE,Alemania,2022-15,20032
DE,Alemania,2022-16,19364
DE,Alemania,2022-17,18986
DE,Alemania,2022-18,18822
DE,Alemania,2022-19,18824
DE,Alemania,2022-20,0
DE,Alemania,2022-21,0
DK,Dinamarca,2020-01,1117
DK,Dinamarca,2020-02,1150
DK,Dinamarca,2020-03,1071
DK,Dinamarca,2020-04,1033
DK,Dinamarca,2020-05,1094
DK,Dinamarca,2020-06,1079
DK,Dinamarca,2020-07,1059
DK,Dinamarca,2020-08,1034
DK,Dinamarca,2020-09,1025
DK,Dinamarca,2020-10,1061
DK,Dinamarca,2020-11,1066
DK,Dinamarca,2020-12,1140
DK,Dinamarca,2020-13,1112
DK,Dinamarca,2020-14,1156
DK,Dinamarca,2020-15,1143
DK,Dinamarca,2020-16,1078
DK,Dinamarca,2020-17,1086
DK,Dinamarca,2020-18,1048
DK,Dinamarca,2020-19,1027
DK,Dinamarca,2020-20,951
DK,Dinamarca,2020-21,994
DK,Dinamarca,2020-22,968
DK,Dinamarca,2020-23,962
DK,Dinamarca,2020-24,1000
DK,Dinamarca,2020-25,948
DK,Dinamarca,2020-26,984
DK,Dinamarca,2020-27,996
DK,Dinamarca,2020-28,957
DK,Dinamarca,2020-29,1026
DK,Dinamarca,2020-30,944
DK,Dinamarca,2020-31,983
DK,Dinamarca,2020-32,957
DK,Dinamarca,2020-33,993
DK,Dinamarca,2020-34,995
DK,Dinamarca,2020-35,953
DK,Dinamarca,2020-36,985
DK,Dinamarca,2020-37,984
DK,Dinamarca,2020-38,1082
DK,Dinamarca,2020-39,974
DK,Dinamarca,2020-40,996
DK,Dinamarca,2020-41,938
DK,Dinamarca,2020-42,1008
DK,Dinamarca,2020-43,1096
DK,Dinamarca,2020-44,979
DK,Dinamarca,2020-45,1026
DK,Dinamarca,2020-46,1097
DK,Dinamarca,2020-47,1082
DK,Dinamarca,2020-48,1097
DK,Dinamarca,2020-49,1105
DK,Dinamarca,2020-50,1095
DK,Dinamarca,2020-51,1273
DK,Dinamarca,2020-52,1212
DK,Dinamarca,2020-53,1259
DK,Dinamarca,2021-01,1234
DK,Dinamarca,2021-02,1213
DK,Dinamarca,2021-03,1270
DK,Dinamarca,2021-04,1218
DK,Dinamarca,2021-05,1206
DK,Dinamarca,2021-06,1113
DK,Dinamarca,2021-07,1062
DK,Dinamarca,2021-08,970
DK,Dinamarca,2021-09,974
DK,Dinamarca,2021-10,1052
DK,Dinamarca,2021-11,968
DK,Dinamarca,2021-12,1034
DK,Dinamarca,2021-13,973
DK,Dinamarca,2021-14,976
DK,Dinamarca,2021-15,1029
DK,Dinamarca,2021-16,1060
DK,Dinamarca,2021-17,1014
DK,Dinamarca,2021-18,1120
DK,Dinamarca,2021-19,1046
DK,Dinamarca,2021-20,1049
DK,Dinamarca,2021-21,1032
DK,Dinamarca,2021-22,1031
DK,Dinamarca,2021-23,1053
DK,Dinamarca,2021-24,1000
DK,Dinamarca,2021-25,1006
DK,Dinamarca,2021-26,1061
DK,Dinamarca,2021-27,956
DK,Dinamarca,2021-28,1075
DK,Dinamarca,2021-29,1051
DK,Dinamarca,2021-30,1057
DK,Dinamarca,2021-31,1134
DK,Dinamarca,2021-32,1085
DK,Dinamarca,2021-33,1048
DK,Dinamarca,2021-34,1062
DK,Dinamarca,2021-35,1052
DK,Dinamarca,2021-36,1093
DK,Dinamarca,2021-37,1051
DK,Dinamarca,2021-38,1051
DK,Dinamarca,2021-39,1138
DK,Dinamarca,2021-40,1064
DK,Dinamarca,2021-41,1161
DK,Dinamarca,2021-42,1129
DK,Dinamarca,2021-43,1138
DK,Dinamarca,2021-44,1141
DK,Dinamarca,2021-45,1142
DK,Dinamarca,2021-46,1132
DK,Dinamarca,2021-47,1209
DK,Dinamarca,2021-48,1215
DK,Dinamarca,2021-49,1265
DK,Dinamarca,2021-50,1260
DK,Dinamarca,2021-51,1286
DK,Dinamarca,2021-52,1275
DK,Dinamarca,2021-99,0
DK,Dinamarca,2022-01,1350
DK,Dinamarca,2022-02,1210
DK,Dinamarca,2022-03,1179
DK,Dinamarca,2022-04,1179
DK,Dinamarca,2022-05,1209
DK,Dinamarca,2022-06,1280
DK,Dinamarca,2022-07,1267
DK,Dinamarca,2022-08,1254
DK,Dinamarca,2022-09,1229
DK,Dinamarca,2022-10,1222
DK,Dinamarca,2022-11,1186
DK,Dinamarca,2022-12,1223
DK,Dinamarca,2022-13,1197
DK,Dinamarca,2022-14,1197
DK,Dinamarca,2022-15,1158
DK,Dinamarca,2022-16,1080
DK,Dinamarca,2022-17,1123
DK,Dinamarca,2022-18,1088
DK,Dinamarca,2022-19,1000
DK,Dinamarca,2022-20,0
DK,Dinamarca,2022-21,0
EE,Estonia,2020-01,294
EE,Estonia,2020-02,326
EE,Estonia,2020-03,308
EE,Estonia,2020-04,299
EE,Estonia,2020-05,307
EE,Estonia,2020-06,271
EE,Estonia,2020-07,322
EE,Estonia,2020-08,331
EE,Estonia,2020-09,315
EE,Estonia,2020-10,293
EE,Estonia,2020-11,340
EE,Estonia,2020-12,311
EE,Estonia,2020-13,325
EE,Estonia,2020-14,312
EE,Estonia,2020-15,310
EE,Estonia,2020-16,309
EE,Estonia,2020-17,319
EE,Estonia,2020-18,304
EE,Estonia,2020-19,307
EE,Estonia,2020-20,285
EE,Estonia,2020-21,278
EE,Estonia,2020-22,301
EE,Estonia,2020-23,269
EE,Estonia,2020-24,273
EE,Estonia,2020-25,279
EE,Estonia,2020-26,287
EE,Estonia,2020-27,268
EE,Estonia,2020-28,270
EE,Estonia,2020-29,284
EE,Estonia,2020-30,296
EE,Estonia,2020-31,304
EE,Estonia,2020-32,281
EE,Estonia,2020-33,295
EE,Estonia,2020-34,265
EE,Estonia,2020-35,298
EE,Estonia,2020-36,280
EE,Estonia,2020-37,256
EE,Estonia,2020-38,312
EE,Estonia,2020-39,330
EE,Estonia,2020-40,301
EE,Estonia,2020-41,274
EE,Estonia,2020-42,309
EE,Estonia,2020-43,304
EE,Estonia,2020-44,267
EE,Estonia,2020-45,287
EE,Estonia,2020-46,291
EE,Estonia,2020-47,317
EE,Estonia,2020-48,334
EE,Estonia,2020-49,339
EE,Estonia,2020-50,348
EE,Estonia,2020-51,344
EE,Estonia,2020-52,360
EE,Estonia,2020-53,368
EE,Estonia,2021-01,383
EE,Estonia,2021-02,396
EE,Estonia,2021-03,407
EE,Estonia,2021-04,354
EE,Estonia,2021-05,353
EE,Estonia,2021-06,380
EE,Estonia,2021-07,349
EE,Estonia,2021-08,406
EE,Estonia,2021-09,422
EE,Estonia,2021-10,422
EE,Estonia,2021-11,425
EE,Estonia,2021-12,406
EE,Estonia,2021-13,414
EE,Estonia,2021-14,398
EE,Estonia,2021-15,389
EE,Estonia,2021-16,362
EE,Estonia,2021-17,316
EE,Estonia,2021-18,351
EE,Estonia,2021-19,350
EE,Estonia,2021-20,319
EE,Estonia,2021-21,319
EE,Estonia,2021-22,293
EE,Estonia,2021-23,303
EE,Estonia,2021-24,297
EE,Estonia,2021-25,395
EE,Estonia,2021-26,314
EE,Estonia,2021-27,371
EE,Estonia,2021-28,327
EE,Estonia,2021-29,277
EE,Estonia,2021-30,286
EE,Estonia,2021-31,311
EE,Estonia,2021-32,311
EE,Estonia,2021-33,289
EE,Estonia,2021-34,299
EE,Estonia,2021-35,329
EE,Estonia,2021-36,347
EE,Estonia,2021-37,300
EE,Estonia,2021-38,351
EE,Estonia,2021-39,349
EE,Estonia,2021-40,339
EE,Estonia,2021-41,358
EE,Estonia,2021-42,366
EE,Estonia,2021-43,420
EE,Estonia,2021-44,424
EE,Estonia,2021-45,396
EE,Estonia,2021-46,402
EE,Estonia,2021-47,423
EE,Estonia,2021-48,369
EE,Estonia,2021-49,386
EE,Estonia,2021-50,378
EE,Estonia,2021-51,376
EE,Estonia,2021-52,405
EE,Estonia,2021-99,0
EE,Estonia,2022-01,387
EE,Estonia,2022-02,373
EE,Estonia,2022-03,339
EE,Estonia,2022-04,356
EE,Estonia,2022-05,379
EE,Estonia,2022-06,371
EE,Estonia,2022-07,435
EE,Estonia,2022-08,436
EE,Estonia,2022-09,403
EE,Estonia,2022-10,387
EE,Estonia,2022-11,367
EE,Estonia,2022-12,348
EE,Estonia,2022-13,329
EE,Estonia,2022-14,317
EE,Estonia,2022-15,301
EE,Estonia,2022-16,317
EE,Estonia,2022-17,279
EE,Estonia,2022-18,298
EE,Estonia,2022-19,313
EE,Estonia,2022-20,0
EE,Estonia,2022-21,0
EL,Greece,2020-01,2751
EL,Greece,2020-02,2923
EL,Greece,2020-03,2863
EL,Greece,2020-04,2774
EL,Greece,2020-05,2990
EL,Greece,2020-06,2850
EL,Greece,2020-07,2782
EL,Greece,2020-08,2469
EL,Greece,2020-09,2545
EL,Greece,2020-10,2645
EL,Greece,2020-11,2594
EL,Greece,2020-12,2548
EL,Greece,2020-13,2439
EL,Greece,2020-14,2454
EL,Greece,2020-15,2362
EL,Greece,2020-16,2268
EL,Greece,2020-17,2203
EL,Greece,2020-18,2307
EL,Greece,2020-19,2128
EL,Greece,2020-20,2474
EL,Greece,2020-21,2329
EL,Greece,2020-22,1961
EL,Greece,2020-23,2101
EL,Greece,2020-24,2211
EL,Greece,2020-25,2354
EL,Greece,2020-26,2181
EL,Greece,2020-27,2671
EL,Greece,2020-28,2304
EL,Greece,2020-29,2137
EL,Greece,2020-30,2235
EL,Greece,2020-31,2714
EL,Greece,2020-32,2528
EL,Greece,2020-33,2367
EL,Greece,2020-34,2361
EL,Greece,2020-35,2298
EL,Greece,2020-36,2315
EL,Greece,2020-37,2274
EL,Greece,2020-38,2276
EL,Greece,2020-39,2156
EL,Greece,2020-40,2223
EL,Greece,2020-41,2214
EL,Greece,2020-42,2144
EL,Greece,2020-43,2223
EL,Greece,2020-44,2413
EL,Greece,2020-45,2547
EL,Greece,2020-46,2784
EL,Greece,2020-47,3149
EL,Greece,2020-48,3297
EL,Greece,2020-49,3336
EL,Greece,2020-50,3115
EL,Greece,2020-51,2938
EL,Greece,2020-52,2763
EL,Greece,2020-53,2678
EL,Greece,2021-01,2652
EL,Greece,2021-02,2498
EL,Greece,2021-03,2652
EL,Greece,2021-04,2621
EL,Greece,2021-05,2493
EL,Greece,2021-06,2463
EL,Greece,2021-07,2529
EL,Greece,2021-08,2667
EL,Greece,2021-09,2724
EL,Greece,2021-10,2655
EL,Greece,2021-11,2783
EL,Greece,2021-12,2759
EL,Greece,2021-13,2929
EL,Greece,2021-14,2898
EL,Greece,2021-15,2969
EL,Greece,2021-16,2665
EL,Greece,2021-17,2804
EL,Greece,2021-18,2937
EL,Greece,2021-19,2436
EL,Greece,2021-20,2500
EL,Greece,2021-21,2585
EL,Greece,2021-22,2318
EL,Greece,2021-23,2393
EL,Greece,2021-24,2314
EL,Greece,2021-25,2959
EL,Greece,2021-26,3154
EL,Greece,2021-27,2702
EL,Greece,2021-28,2699
EL,Greece,2021-29,2449
EL,Greece,2021-30,2825
EL,Greece,2021-31,3886
EL,Greece,2021-32,2952
EL,Greece,2021-33,2669
EL,Greece,2021-34,2778
EL,Greece,2021-35,2565
EL,Greece,2021-36,2519
EL,Greece,2021-37,2719
EL,Greece,2021-38,2440
EL,Greece,2021-39,2439
EL,Greece,2021-40,2456
EL,Greece,2021-41,2488
EL,Greece,2021-42,2514
EL,Greece,2021-43,2726
EL,Greece,2021-44,2993
EL,Greece,2021-45,2852
EL,Greece,2021-46,2991
EL,Greece,2021-47,3170
EL,Greece,2021-48,3174
EL,Greece,2021-49,3340
EL,Greece,2021-50,3286
EL,Greece,2021-51,3300
EL,Greece,2021-52,3297
EL,Greece,2021-99,0
EL,Greece,2022-01,3267
EL,Greece,2022-02,3376
EL,Greece,2022-03,3262
EL,Greece,2022-04,3677
EL,Greece,2022-05,3555
EL,Greece,2022-06,3239
EL,Greece,2022-07,3062
EL,Greece,2022-08,2796
EL,Greece,2022-09,2846
EL,Greece,2022-10,2844
EL,Greece,2022-11,3040
EL,Greece,2022-12,3040
EL,Greece,2022-13,3031
EL,Greece,2022-14,0
EL,Greece,2022-15,0
EL,Greece,2022-16,0
EL,Greece,2022-17,0
EL,Greece,2022-18,0
EL,Greece,2022-19,0
EL,Greece,2022-20,0
EL,Greece,2022-21,0
ES,Españ,2020-01,8710
ES,Españ,2020-02,9398
ES,Españ,2020-03,9917
ES,Españ,2020-04,9954
ES,Españ,2020-05,9974
ES,Españ,2020-06,9192
ES,Españ,2020-07,8839
ES,Españ,2020-08,8413
ES,Españ,2020-09,8379
ES,Españ,2020-10,8465
ES,Españ,2020-11,9481
ES,Españ,2020-12,12843
ES,Españ,2020-13,19828
ES,Españ,2020-14,20967
ES,Españ,2020-15,17325
ES,Españ,2020-16,13244
ES,Españ,2020-17,10452
ES,Españ,2020-18,9008
ES,Españ,2020-19,8458
ES,Españ,2020-20,7536
ES,Españ,2020-21,7643
ES,Españ,2020-22,7620
ES,Españ,2020-23,7144
ES,Españ,2020-24,6849
ES,Españ,2020-25,7032
ES,Españ,2020-26,7512
ES,Españ,2020-27,7635
ES,Españ,2020-28,7732
ES,Españ,2020-29,7562
ES,Españ,2020-30,7827
ES,Españ,2020-31,8589
ES,Españ,2020-32,8394
ES,Españ,2020-33,8170
ES,Españ,2020-34,7886
ES,Españ,2020-35,7954
ES,Españ,2020-36,7777
ES,Españ,2020-37,7998
ES,Españ,2020-38,8168
ES,Españ,2020-39,8064
ES,Españ,2020-40,8188
ES,Españ,2020-41,8593
ES,Españ,2020-42,8594
ES,Españ,2020-43,9470
ES,Españ,2020-44,9596
ES,Españ,2020-45,10316
ES,Españ,2020-46,10030
ES,Españ,2020-47,9695
ES,Españ,2020-48,9534
ES,Españ,2020-49,9541
ES,Españ,2020-50,9534
ES,Españ,2020-51,9287
ES,Españ,2020-52,9015
ES,Españ,2020-53,9370
ES,Españ,2021-01,10497
ES,Españ,2021-02,11908
ES,Españ,2021-03,13011
ES,Españ,2021-04,12714
ES,Españ,2021-05,11616
ES,Españ,2021-06,10404
ES,Españ,2021-07,9526
ES,Españ,2021-08,9046
ES,Españ,2021-09,8513
ES,Españ,2021-10,8328
ES,Españ,2021-11,8119
ES,Españ,2021-12,8240
ES,Españ,2021-13,8214
ES,Españ,2021-14,8124
ES,Españ,2021-15,7988
ES,Españ,2021-16,8095
ES,Españ,2021-17,7881
ES,Españ,2021-18,8108
ES,Españ,2021-19,7734
ES,Españ,2021-20,7563
ES,Españ,2021-21,7391
ES,Españ,2021-22,7394
ES,Españ,2021-23,7705
ES,Españ,2021-24,7806
ES,Españ,2021-25,7308
ES,Españ,2021-26,7543
ES,Españ,2021-27,7551
ES,Españ,2021-28,7572
ES,Españ,2021-29,8427
ES,Españ,2021-30,8385
ES,Españ,2021-31,8683
ES,Españ,2021-32,8835
ES,Españ,2021-33,8780
ES,Españ,2021-34,8231
ES,Españ,2021-35,7919
ES,Españ,2021-36,7937
ES,Españ,2021-37,7547
ES,Españ,2021-38,7504
ES,Españ,2021-39,7553
ES,Españ,2021-40,7547
ES,Españ,2021-41,7653
ES,Españ,2021-42,7783
ES,Españ,2021-43,8201
ES,Españ,2021-44,7832
ES,Españ,2021-45,8750
ES,Españ,2021-46,8794
ES,Españ,2021-47,8872
ES,Españ,2021-48,9369
ES,Españ,2021-49,9024
ES,Españ,2021-50,9512
ES,Españ,2021-51,9822
ES,Españ,2021-52,9955
ES,Españ,2021-99,0
ES,Españ,2022-01,9935
ES,Españ,2022-02,10690
ES,Españ,2022-03,10848
ES,Españ,2022-04,11220
ES,Españ,2022-05,10886
ES,Españ,2022-06,10025
ES,Españ,2022-07,9262
ES,Españ,2022-08,8937
ES,Españ,2022-09,8618
ES,Españ,2022-10,8494
ES,Españ,2022-11,8501
ES,Españ,2022-12,8516
ES,Españ,2022-13,8474
ES,Españ,2022-14,8675
ES,Españ,2022-15,8648
ES,Españ,2022-16,8318
ES,Españ,2022-17,8202
ES,Españ,2022-18,0
ES,Españ,2022-19,0
ES,Españ,2022-20,0
ES,Españ,2022-21,0
FI,Finlandia,2020-01,1047
FI,Finlandia,2020-02,1069
FI,Finlandia,2020-03,1061
FI,Finlandia,2020-04,1040
FI,Finlandia,2020-05,1074
FI,Finlandia,2020-06,1115
FI,Finlandia,2020-07,1098
FI,Finlandia,2020-08,1091
FI,Finlandia,2020-09,1050
FI,Finlandia,2020-10,1106
FI,Finlandia,2020-11,1105
FI,Finlandia,2020-12,1122
FI,Finlandia,2020-13,1108
FI,Finlandia,2020-14,1110
FI,Finlandia,2020-15,1181
FI,Finlandia,2020-16,1094
FI,Finlandia,2020-17,1142
FI,Finlandia,2020-18,1131
FI,Finlandia,2020-19,1074
FI,Finlandia,2020-20,1104
FI,Finlandia,2020-21,957
FI,Finlandia,2020-22,990
FI,Finlandia,2020-23,984
FI,Finlandia,2020-24,1003
FI,Finlandia,2020-25,1068
FI,Finlandia,2020-26,1021
FI,Finlandia,2020-27,996
FI,Finlandia,2020-28,944
FI,Finlandia,2020-29,1021
FI,Finlandia,2020-30,964
FI,Finlandia,2020-31,982
FI,Finlandia,2020-32,954
FI,Finlandia,2020-33,977
FI,Finlandia,2020-34,1016
FI,Finlandia,2020-35,989
FI,Finlandia,2020-36,979
FI,Finlandia,2020-37,1124
FI,Finlandia,2020-38,1046
FI,Finlandia,2020-39,1089
FI,Finlandia,2020-40,977
FI,Finlandia,2020-41,984
FI,Finlandia,2020-42,1074
FI,Finlandia,2020-43,1070
FI,Finlandia,2020-44,1132
FI,Finlandia,2020-45,1043
FI,Finlandia,2020-46,1025
FI,Finlandia,2020-47,1119
FI,Finlandia,2020-48,1108
FI,Finlandia,2020-49,1119
FI,Finlandia,2020-50,1106
FI,Finlandia,2020-51,1148
FI,Finlandia,2020-52,1129
FI,Finlandia,2020-53,1177
FI,Finlandia,2021-01,1104
FI,Finlandia,2021-02,1130
FI,Finlandia,2021-03,1204
FI,Finlandia,2021-04,1159
FI,Finlandia,2021-05,1103
FI,Finlandia,2021-06,1056
FI,Finlandia,2021-07,1160
FI,Finlandia,2021-08,1133
FI,Finlandia,2021-09,1091
FI,Finlandia,2021-10,1050
FI,Finlandia,2021-11,1090
FI,Finlandia,2021-12,1021
FI,Finlandia,2021-13,1053
FI,Finlandia,2021-14,1056
FI,Finlandia,2021-15,1033
FI,Finlandia,2021-16,1055
FI,Finlandia,2021-17,1009
FI,Finlandia,2021-18,1068
FI,Finlandia,2021-19,1116
FI,Finlandia,2021-20,1009
FI,Finlandia,2021-21,996
FI,Finlandia,2021-22,1013
FI,Finlandia,2021-23,981
FI,Finlandia,2021-24,1009
FI,Finlandia,2021-25,1080
FI,Finlandia,2021-26,1009
FI,Finlandia,2021-27,1092
FI,Finlandia,2021-28,1148
FI,Finlandia,2021-29,1015
FI,Finlandia,2021-30,1028
FI,Finlandia,2021-31,1063
FI,Finlandia,2021-32,1100
FI,Finlandia,2021-33,1081
FI,Finlandia,2021-34,1066
FI,Finlandia,2021-35,1079
FI,Finlandia,2021-36,1148
FI,Finlandia,2021-37,1064
FI,Finlandia,2021-38,1121
FI,Finlandia,2021-39,1134
FI,Finlandia,2021-40,1138
FI,Finlandia,2021-41,1187
FI,Finlandia,2021-42,1200
FI,Finlandia,2021-43,1129
FI,Finlandia,2021-44,1088
FI,Finlandia,2021-45,1161
FI,Finlandia,2021-46,1193
FI,Finlandia,2021-47,1229
FI,Finlandia,2021-48,1231
FI,Finlandia,2021-49,1300
FI,Finlandia,2021-50,1225
FI,Finlandia,2021-51,1236
FI,Finlandia,2021-52,1336
FI,Finlandia,2021-99,0
FI,Finlandia,2022-01,1279
FI,Finlandia,2022-02,1285
FI,Finlandia,2022-03,1402
FI,Finlandia,2022-04,1242
FI,Finlandia,2022-05,1308
FI,Finlandia,2022-06,1344
FI,Finlandia,2022-07,1263
FI,Finlandia,2022-08,1159
FI,Finlandia,2022-09,1238
FI,Finlandia,2022-10,1254
FI,Finlandia,2022-11,1229
FI,Finlandia,2022-12,1216
FI,Finlandia,2022-13,1261
FI,Finlandia,2022-14,1289
FI,Finlandia,2022-15,1224
FI,Finlandia,2022-16,1199
FI,Finlandia,2022-17,1127
FI,Finlandia,2022-18,844
FI,Finlandia,2022-19,0
FI,Finlandia,2022-20,0
FI,Finlandia,2022-21,0
FR,Francia,2020-01,12979
FR,Francia,2020-02,13435
FR,Francia,2020-03,12835
FR,Francia,2020-04,12585
FR,Francia,2020-05,12786
FR,Francia,2020-06,12660
FR,Francia,2020-07,12509
FR,Francia,2020-08,12103
FR,Francia,2020-09,12280
FR,Francia,2020-10,12410
FR,Francia,2020-11,12810
FR,Francia,2020-12,14205
FR,Francia,2020-13,16438
FR,Francia,2020-14,19052
FR,Francia,2020-15,17786
FR,Francia,2020-16,15658
FR,Francia,2020-17,13046
FR,Francia,2020-18,11534
FR,Francia,2020-19,11307
FR,Francia,2020-20,11009
FR,Francia,2020-21,11376
FR,Francia,2020-22,10696
FR,Francia,2020-23,10640
FR,Francia,2020-24,10656
FR,Francia,2020-25,10709
FR,Francia,2020-26,11381
FR,Francia,2020-27,10286
FR,Francia,2020-28,10589
FR,Francia,2020-29,10394
FR,Francia,2020-30,10822
FR,Francia,2020-31,11151
FR,Francia,2020-32,11013
FR,Francia,2020-33,12085
FR,Francia,2020-34,10774
FR,Francia,2020-35,10807
FR,Francia,2020-36,10912
FR,Francia,2020-37,11493
FR,Francia,2020-38,12128
FR,Francia,2020-39,11165
FR,Francia,2020-40,12168
FR,Francia,2020-41,12131
FR,Francia,2020-42,12453
FR,Francia,2020-43,13963
FR,Francia,2020-44,14882
FR,Francia,2020-45,15886
FR,Francia,2020-46,15740
FR,Francia,2020-47,15271
FR,Francia,2020-48,14977
FR,Francia,2020-49,14817
FR,Francia,2020-50,14792
FR,Francia,2020-51,14367
FR,Francia,2020-52,14128
FR,Francia,2020-53,14679
FR,Francia,2021-01,14976
FR,Francia,2021-02,14940
FR,Francia,2021-03,15437
FR,Francia,2021-04,15037
FR,Francia,2021-05,14717
FR,Francia,2021-06,14444
FR,Francia,2021-07,14423
FR,Francia,2021-08,13637
FR,Francia,2021-09,13244
FR,Francia,2021-10,13111
FR,Francia,2021-11,13270
FR,Francia,2021-12,13092
FR,Francia,2021-13,13516
FR,Francia,2021-14,13286
FR,Francia,2021-15,13362
FR,Francia,2021-16,13515
FR,Francia,2021-17,13024
FR,Francia,2021-18,12777
FR,Francia,2021-19,11796
FR,Francia,2021-20,11516
FR,Francia,2021-21,11365
FR,Francia,2021-22,11140
FR,Francia,2021-23,11001
FR,Francia,2021-24,11161
FR,Francia,2021-25,10155
FR,Francia,2021-26,10439
FR,Francia,2021-27,10827
FR,Francia,2021-28,10627
FR,Francia,2021-29,11829
FR,Francia,2021-30,11021
FR,Francia,2021-31,11041
FR,Francia,2021-32,12144
FR,Francia,2021-33,11928
FR,Francia,2021-34,11577
FR,Francia,2021-35,11995
FR,Francia,2021-36,12231
FR,Francia,2021-37,11326
FR,Francia,2021-38,11284
FR,Francia,2021-39,11651
FR,Francia,2021-40,11724
FR,Francia,2021-41,12390
FR,Francia,2021-42,12275
FR,Francia,2021-43,12556
FR,Francia,2021-44,11973
FR,Francia,2021-45,12406
FR,Francia,2021-46,12553
FR,Francia,2021-47,13128
FR,Francia,2021-48,13765
FR,Francia,2021-49,14277
FR,Francia,2021-50,14175
FR,Francia,2021-51,14944
FR,Francia,2021-52,15022
FR,Francia,2021-99,0
FR,Francia,2022-01,14909
FR,Francia,2022-02,14947
